1893.130005,0.070000,0.120000,0.060000,-0.360000,0.980000,0.450000,0.090000,-0.600000,1.600000,b
1891.660034,0.070000,0.130000,0.090000,-0.430000,0.970000,0.430000,0.100000,-0.570000,1.570000,b
1879.640015,0.070000,0.130000,0.130000,-0.590000,0.970000,0.530000,0.100000,-0.610000,1.610000,b
291.070007,0.850000,1.180000,1.000000,-2.740000,0.890000,0.900000,0.210000,-0.000000,1.000000,a
291.070007,0.850000,1.180000,1.000000,-2.740000,0.890000,0.900000,0.210000,-0.000000,1.000000,a
1879.640015,0.070000,0.130000,0.130000,-0.590000,0.970000,0.530000,0.100000,-0.610000,1.610000,b
1879.640015,0.070000,0.130000,0.130000,-0.590000,0.970000,0.530000,0.100000,-0.610000,1.610000,b
291.070007,0.850000,1.180000,1.000000,-2.740000,0.890000,0.900000,0.210000,-0.000000,1.000000,a
1879.640015,0.070000,0.130000,0.130000,-0.590000,0.970000,0.530000,0.100000,-0.610000,1.610000,b
107.410004,3.450000,3.140000,11.870000,-33.709999,0.570000,1.410000,0.240000,0.310000,0.690000,a
291.070007,0.850000,1.180000,1.000000,-2.740000,0.890000,0.900000,0.210000,-0.000000,1.000000,a
1893.130005,0.070000,0.120000,0.060000,-0.360000,0.980000,0.450000,0.090000,-0.600000,1.600000,b
1891.660034,0.070000,0.130000,0.090000,-0.430000,0.970000,0.430000,0.100000,-0.570000,1.570000,b
1893.130005,0.070000,0.120000,0.060000,-0.360000,0.980000,0.450000,0.090000,-0.600000,1.600000,b
1893.130005,0.070000,0.120000,0.060000,-0.360000,0.980000,0.450000,0.090000,-0.600000,1.600000,b
107.410004,3.450000,3.140000,11.870000,-33.709999,0.570000,1.410000,0.240000,0.310000,0.690000,a
1891.660034,0.070000,0.130000,0.090000,-0.430000,0.970000,0.430000,0.100000,-0.570000,1.570000,b
288.269989,0.830000,1.180000,1.140000,-2.670000,0.900000,1.100000,0.210000,-0.010000,1.010000,a
1879.640015,0.070000,0.130000,0.130000,-0.590000,0.970000,0.530000,0.100000,-0.610000,1.610000,b
107.410004,3.450000,3.140000,11.870000,-33.709999,0.570000,1.410000,0.240000,0.310000,0.690000,a
107.410004,3.450000,3.140000,11.870000,-33.709999,0.570000,1.410000,0.240000,0.310000,0.690000,a
291.070007,0.850000,1.180000,1.000000,-2.740000,0.890000,0.900000,0.210000,-0.000000,1.000000,a
107.410004,3.450000,3.140000,11.870000,-33.709999,0.570000,1.410000,0.240000,0.310000,0.690000,a
288.269989,0.830000,1.180000,1.140000,-2.670000,0.900000,1.100000,0.210000,-0.010000,1.010000,a
1891.660034,0.070000,0.130000,0.090000,-0.430000,0.970000,0.430000,0.100000,-0.570000,1.570000,b
122.589996,3.040000,2.290000,15.290000,-36.439999,0.630000,1.580000,0.200000,0.300000,0.700000,a
